Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
31,0,31-0,non_billable_noshow,0.0997218192,31-1,31-2,31-2,129.552399,504.636414,
31,1,31-1,cost_per_road_hour,50.3312798,31-3,31-4,31-4,89.2129364,430.325623,
31,2,31-2,non_billable_noshow,0.100725584,31-5,31-6,31-6,0.307754517,74.3107834,
31,3,31-3,revenue_per_kent_leg,70.0001984,31-7,31-8,31-8,81.6427155,394.692871,
31,4,31-4,Leaf,,,,,-0.0520184785,35.6327629,
31,5,31-5,Leaf,,,,,-0.0189150274,2.8713007,
31,6,31-6,Leaf,,,,,-0.0500847697,71.4394836,
31,7,31-7,Leaf,,,,,-0.0552076623,25.0155678,
31,8,31-8,road_hours_per_vehicle,9.00397682,31-9,31-10,31-10,83.1563416,369.677307,
31,9,31-9,cost_per_road_hour,34.7627983,31-11,31-12,31-12,0.011138916,22.7045689,
31,10,31-10,billed_utilization,1.04988921,31-13,31-14,31-14,85.9429626,346.972717,
31,11,31-11,Leaf,,,,,-0.0197023023,2.05236793,
31,12,31-12,Leaf,,,,,-0.0564139634,20.6522007,
31,13,31-13,Leaf,,,,,-0.0587588884,18.4181404,
31,14,31-14,Leaf,,,,,0.0275542494,328.554596,
32,0,32-0,high_acuity_share,0.0498093776,32-1,32-2,32-2,123.402649,491.551758,
32,1,32-1,Leaf,,,,,-0.049294617,69.8272934,
32,2,32-2,cost_per_road_hour,50.3312798,32-3,32-4,32-4,82.4302368,421.724457,
32,3,32-3,contract_concentration,0.200034514,32-5,32-6,32-6,77.0091171,387.910339,
32,4,32-4,Leaf,,,,,-0.0511154644,33.8141212,
32,5,32-5,road_hours_per_vehicle,9.00397682,32-7,32-8,32-8,78.652916,363.182281,
32,6,32-6,Leaf,,,,,-0.0537006333,24.7280712,
32,7,32-7,high_acuity_share,0.177136824,32-9,32-10,32-10,0.0196266174,22.3167095,
32,8,32-8,vehicle_utilization,0.949723125,32-11,32-12,32-12,84.0105515,340.86557,
32,9,32-9,Leaf,,,,,-0.0200400054,2.21624303,
32,10,32-10,Leaf,,,,,-0.055332236,20.1004658,
32,11,32-11,Leaf,,,,,-0.0561959259,19.3092098,
32,12,32-12,Leaf,,,,,0.0274253711,321.556335,
33,0,33-0,non_billable_noshow,0.0997218192,33-1,33-2,33-2,122.370468,488.267151,
33,1,33-1,total_volume_pool,1.20034683,33-3,33-4,33-4,82.9086304,417.64502,
33,2,33-2,non_billable_noshow,0.100725584,33-5,33-6,33-6,0.917633057,70.622139,
33,3,33-3,Leaf,,,,,-0.0533010028,31.7295971,
33,4,33-4,revenue_per_kent_leg,70.0001984,33-7,33-8,33-8,77.5378265,385.915436,
33,5,33-5,Leaf,,,,,-0.0139794797,2.62255692,
33,6,33-6,Leaf,,,,,-0.0498882122,67.9995804,
33,7,33-7,Leaf,,,,,-0.0546903871,24.2791653,
33,8,33-8,contract_concentration,0.200034514,33-9,33-10,33-10,76.676178,361.636261,
33,9,33-9,vehicle_utilization,0.949723125,33-11,33-12,33-12,80.6511078,339.816101,
33,10,33-10,Leaf,,,,,-0.0532442331,21.8201561,
33,11,33-11,Leaf,,,,,-0.0545463935,19.4599895,
33,12,33-12,Leaf,,,,,0.0271153357,320.35611,
34,0,34-0,high_acuity_share,0.0498093776,34-1,34-2,34-2,122.167686,478.021973,
34,1,34-1,Leaf,,,,,-0.0488552935,69.1525192,
34,2,34-2,non_billable_noshow,0.0997218192,34-3,34-4,34-4,84.5750046,408.869446,
34,3,34-3,cost_per_road_hour,50.3312798,34-5,34-6,34-6,74.9926758,374.873718,
34,4,34-4,non_billable_noshow,0.100725584,34-7,34-8,34-8,1.34580231,33.995739,
34,5,34-5,vehicle_utilization,0.949723125,34-9,34-10,34-10,72.1912689,350.603546,
34,6,34-6,Leaf,,,,,-0.0526109003,24.2701702,
34,7,34-7,Leaf,,,,,-0.0125811379,2.51274729,
34,8,34-8,Leaf,,,,,-0.0534915328,31.4829922,
34,9,34-9,Leaf,,,,,-0.054002665,19.5571823,
34,10,34-10,road_hours_per_vehicle,9.00397682,34-11,34-12,34-12,78.0467834,331.046356,
34,11,34-11,Leaf,,,,,-0.0532293655,19.1040821,
34,12,34-12,Leaf,,,,,0.027841635,311.942261,
35,0,35-0,high_acuity_share,0.0498093776,35-1,35-2,35-2,115.302818,471.203003,
35,1,35-1,Leaf,,,,,-0.048595164,67.1467819,
35,2,35-2,cost_per_road_hour,49.9392853,35-3,35-4,35-4,75.4178696,404.056244,
35,3,35-3,non_billable_noshow,0.0997218192,35-5,35-6,35-6,69.2825165,370.866516,
35,4,35-4,Leaf,,,,,-0.049119819,33.1897011,
35,5,35-5,vehicle_utilization,0.949723125,35-7,35-8,35-8,70.6597366,347.205231,
35,6,35-6,non_billable_noshow,0.100725584,35-9,35-10,35-10,0.768215179,23.6613026,
35,7,35-7,Leaf,,,,,-0.0532072634,20.179821,
35,8,35-8,total_volume_pool,1.20034683,35-11,35-12,35-12,75.3431702,327.025421,
35,9,35-9,Leaf,,,,,-0.017527936,2.75793099,
35,10,35-10,Leaf,,,,,-0.0549156703,20.9033718,
35,11,35-11,Leaf,,,,,-0.0555051602,17.8449841,
35,12,35-12,Leaf,,,,,0.0265945233,309.18042,
36,0,36-0,revenue_per_kent_leg,70.0001984,36-1,36-2,36-2,109.140549,461.508423,
36,1,36-1,Leaf,,,,,-0.0488480516,64.0311966,
36,2,36-2,high_acuity_share,0.0498093776,36-3,36-4,36-4,74.6776276,397.477234,
36,3,36-3,Leaf,,,,,-0.0511122644,31.3547859,
36,4,36-4,cost_per_road_hour,49.9392853,36-5,36-6,36-6,65.7962189,366.122437,
36,5,36-5,contract_concentration,0.200034514,36-7,36-8,36-8,67.5426788,340.981079,
36,6,36-6,vehicle_utilization,1.20946527,36-9,36-10,36-10,0.535240173,25.1413746,
36,7,36-7,total_volume_pool,1.20034683,36-11,36-12,36-12,70.5056992,321.229889,
36,8,36-8,Leaf,,,,,-0.0529452078,19.7511711,
36,9,36-9,Leaf,,,,,-0.0520568937,21.6195049,
36,10,36-10,Leaf,,,,,-0.020198945,3.52186894,
36,11,36-11,Leaf,,,,,-0.0547966212,17.2893906,
36,12,36-12,Leaf,,,,,0.0257776398,303.940521,
37,0,37-0,high_acuity_share,0.0498093776,37-1,37-2,37-2,105.089622,455.194244,
37,1,37-1,Leaf,,,,,-0.0479249656,62.5639153,
37,2,37-2,non_billable_noshow,0.0997218192,37-3,37-4,37-4,73.7118454,392.63031,
37,3,37-3,billed_utilization,1.04988921,37-5,37-6,37-6,68.0295868,360.899872,
37,4,37-4,non_billable_noshow,0.100725584,37-7,37-8,37-8,1.26254272,31.7304363,
37,5,37-5,Leaf,,,,,-0.0578413606,19.5060196,
37,6,37-6,total_volume_pool,1.20034683,37-9,37-10,37-10,69.7123032,341.39386,
37,7,37-7,Leaf,,,,,-0.0123633891,2.50738788,
37,8,37-8,Leaf,,,,,-0.0523565374,29.2230492,
37,9,37-9,Leaf,,,,,-0.0538043492,19.8414345,
37,10,37-10,revenue_per_kent_leg,70.0001984,37-11,37-12,37-12,73.4583282,321.552429,
37,11,37-11,Leaf,,,,,-0.0557790697,17.4817944,
37,12,37-12,Leaf,,,,,0.0260608494,304.070648,
38,0,38-0,billed_utilization,1.04988921,38-1,38-2,38-2,104.404854,448.92041,
38,1,38-1,Leaf,,,,,-0.0491769239,60.2980385,
38,2,38-2,revenue_per_kent_leg,70.0001984,38-3,38-4,38-4,70.4388351,388.622375,
38,3,38-3,Leaf,,,,,-0.0509886444,29.7781906,
38,4,38-4,contract_concentration,0.200034514,38-5,38-6,38-6,68.0634079,358.844177,
38,5,38-5,road_hours_per_vehicle,9.00397682,38-7,38-8,38-8,69.4112396,334.939941,
38,6,38-6,Leaf,,,,,-0.0517134741,23.9042377,
38,7,38-7,billed_utilization,1.26473141,38-9,38-10,38-10,0.305679321,20.3136177,
38,8,38-8,cost_per_road_hour,50.3312798,38-11,38-12,38-12,69.2281036,314.626343,
38,9,38-9,Leaf,,,,,-0.0555733852,18.2337265,
38,10,38-10,Leaf,,,,,-0.0174067561,2.07989097,
38,11,38-11,Leaf,,,,,0.0259806793,296.520233,
38,12,38-12,Leaf,,,,,-0.0523127131,18.1060886,
39,0,39-0,billed_utilization,1.04988921,39-1,39-2,39-2,98.1642532,439.780304,
39,1,39-1,Leaf,,,,,-0.048959095,58.9004555,
39,2,39-2,revenue_per_kent_leg,70.0001984,39-3,39-4,39-4,68.4601135,380.879852,
39,3,39-3,Leaf,,,,,-0.0505740047,30.1908817,
39,4,39-4,road_hours_per_vehicle,9.00397682,39-5,39-6,39-6,62.6412964,350.688965,
39,5,39-5,billed_utilization,1.36244822,39-7,39-8,39-8,0.229694366,22.8391247,
39,6,39-6,vehicle_utilization,0.949723125,39-9,39-10,39-10,63.9319038,327.849854,
39,7,39-7,Leaf,,,,,-0.0534278154,20.7574425,
39,8,39-8,Leaf,,,,,-0.0171083175,2.08168173,
39,9,39-9,Leaf,,,,,-0.052638974,19.4518661,
39,10,39-10,total_volume_pool,1.20034683,39-11,39-12,39-12,68.9719925,308.39798,
39,11,39-11,Leaf,,,,,-0.0531282462,18.1826305,
39,12,39-12,Leaf,,,,,0.024910016,290.215363,
40,0,40-0,billed_utilization,1.04988921,40-1,40-2,40-2,93.2719879,436.94281,
40,1,40-1,Leaf,,,,,-0.0485796258,55.7964897,
40,2,40-2,contract_concentration,0.200034514,40-3,40-4,40-4,67.3938522,381.146332,
40,3,40-3,revenue_per_kent_leg,70.0001984,40-5,40-6,40-6,61.8601265,350.986847,
40,4,40-4,Leaf,,,,,-0.0499286354,30.1594734,
40,5,40-5,Leaf,,,,,-0.0514826179,22.3018017,
40,6,40-6,high_acuity_share,0.0498093776,40-7,40-8,40-8,62.7838631,328.685059,
40,7,40-7,Leaf,,,,,-0.0543923117,18.1084785,
40,8,40-8,cost_per_road_hour,49.9392853,40-9,40-10,40-10,67.5271759,310.576569,
40,9,40-9,Leaf,,,,,0.0248741712,291.179596,
40,10,40-10,Leaf,,,,,-0.0501704589,19.3969631,
41,0,41-0,non_billable_noshow,0.0997218192,41-1,41-2,41-2,89.0862732,424.892853,
41,1,41-1,high_acuity_share,0.0498093776,41-3,41-4,41-4,63.9508705,369.615234,
41,2,41-2,Leaf,,,,,-0.0478766821,55.2776031,
41,3,41-3,Leaf,,,,,-0.0502369776,28.5240631,
41,4,41-4,contract_concentration,0.200034514,41-5,41-6,41-6,59.4597855,341.091187,
41,5,41-5,billed_utilization,1.04988921,41-7,41-8,41-8,60.6090698,319.327454,
41,6,41-6,Leaf,,,,,-0.0512931794,21.7637196,
41,7,41-7,Leaf,,,,,-0.0550718531,17.2811241,
41,8,41-8,vehicle_utilization,0.949723125,41-9,41-10,41-10,66.001297,302.046356,
41,9,41-9,Leaf,,,,,-0.0528338291,17.7606983,
41,10,41-10,Leaf,,,,,0.0243443437,284.285645,
42,0,42-0,total_volume_pool,1.20034683,42-1,42-2,42-2,84.0304871,424.664978,
42,1,42-1,Leaf,,,,,-0.0479730107,53.828476,
42,2,42-2,billed_utilization,1.04988921,42-3,42-4,42-4,62.5073051,370.836517,
42,3,42-3,Leaf,,,,,-0.0509725697,28.2256432,
42,4,42-4,high_acuity_share,0.0498093776,42-5,42-6,42-6,57.5699768,342.61087,
42,5,42-5,Leaf,,,,,-0.0518950447,21.4600029,
42,6,42-6,revenue_per_kent_leg,70.0001984,42-7,42-8,42-8,59.6498566,321.150848,
42,7,42-7,Leaf,,,,,-0.0522520356,19.1774158,
42,8,42-8,vehicle_utilization,0.949723125,42-9,42-10,42-10,64.9653854,301.97345,
42,9,42-9,Leaf,,,,,-0.0519044548,18.4993076,
42,10,42-10,Leaf,,,,,0.0233011506,283.474152,
43,0,43-0,non_billable_noshow,0.0997218192,43-1,43-2,43-2,85.7899551,415.574646,
43,1,43-1,road_hours_per_vehicle,9.00397682,43-3,43-4,43-4,60.728447,361.211975,
43,2,43-2,non_billable_noshow,0.100725584,43-5,43-6,43-6,0.101951599,54.3626671,
43,3,43-3,Leaf,,,,,-0.049936831,27.4028835,
43,4,43-4,billed_utilization,1.04988921,43-7,43-8,43-8,59.8445549,333.809113,
43,5,43-5,Leaf,,,,,-0.0190937929,2.78347731,
43,6,43-6,Leaf,,,,,-0.0483416542,51.5791893,
43,7,43-7,Leaf,,,,,-0.052410312,21.21035,
43,8,43-8,contract_concentration,0.200034514,43-9,43-10,43-10,62.574604,312.598755,
43,9,43-9,cost_per_road_hour,49.9392853,43-11,43-12,43-12,64.2632675,292.510834,
43,10,43-10,Leaf,,,,,-0.051051002,20.0879326,
43,11,43-11,Leaf,,,,,0.024970822,273.93985,
43,12,43-12,Leaf,,,,,-0.0498065315,18.5709724,
44,0,44-0,non_billable_noshow,0.0997218192,44-1,44-2,44-2,78.6335602,410.080444,
44,1,44-1,high_acuity_share,0.0498093776,44-3,44-4,44-4,60.0161133,359.108429,
44,2,44-2,non_billable_noshow,0.100725584,44-5,44-6,44-6,0.589729309,50.9720306,
44,3,44-3,Leaf,,,,,-0.0497147627,27.7608089,
44,4,44-4,total_volume_pool,1.20034683,44-7,44-8,44-8,54.0767746,331.347626,
44,5,44-5,Leaf,,,,,-0.0124690682,2.08082414,
44,6,44-6,Leaf,,,,,-0.0480797105,48.8912048,
44,7,44-7,Leaf,,,,,-0.0516569018,19.9274178,
44,8,44-8,cost_per_road_hour,50.3312798,44-9,44-10,44-10,56.1856956,311.420197,
44,9,44-9,contract_concentration,0.200034514,44-11,44-12,44-12,61.4131622,292.671112,
44,10,44-10,Leaf,,,,,-0.0505701713,18.7490845,
44,11,44-11,Leaf,,,,,0.0235840343,274.864655,
44,12,44-12,Leaf,,,,,-0.0508555248,17.8064594,
45,0,45-0,non_billable_noshow,0.0997218192,45-1,45-2,45-2,77.193779,401.287537,
45,1,45-1,road_hours_per_vehicle,9.00397682,45-3,45-4,45-4,56.0712852,351.086853,
45,2,45-2,Leaf,,,,,-0.046673663,50.2006798,
45,3,45-3,Leaf,,,,,-0.0494675115,25.925005,
45,4,45-4,vehicle_utilization,0.949723125,45-5,45-6,45-6,54.8157883,325.161865,
45,5,45-5,Leaf,,,,,-0.05077691,20.7090092,
45,6,45-6,billed_utilization,1.04988921,45-7,45-8,45-8,57.1759148,304.45285,
45,7,45-7,Leaf,,,,,-0.0527990051,17.6759949,
45,8,45-8,revenue_per_kent_leg,70.0001984,45-9,45-10,45-10,60.6125336,286.776855,
45,9,45-9,Leaf,,,,,-0.0524675772,16.6416073,
45,10,45-10,Leaf,,,,,0.0237559024,270.135254,
46,0,46-0,total_volume_pool,1.20034683,46-1,46-2,46-2,75.4591217,399.122498,
46,1,46-1,Leaf,,,,,-0.0467862487,48.405899,
46,2,46-2,road_hours_per_vehicle,9.00397682,46-3,46-4,46-4,58.8295212,350.716614,
46,3,46-3,billed_utilization,1.38631403,46-5,46-6,46-6,0.199199677,27.7378941,
46,4,46-4,high_acuity_share,0.0498093776,46-7,46-8,46-8,54.1711655,322.978699,
46,5,46-5,Leaf,,,,,-0.0503776297,25.6900272,
46,6,46-6,Leaf,,,,,-0.0159726981,2.04786777,
46,7,46-7,Leaf,,,,,-0.0508601069,20.1481457,
46,8,46-8,cost_per_road_hour,49.9392853,46-9,46-10,46-10,53.9664459,302.830566,
46,9,46-9,contract_concentration,0.200034514,46-11,46-12,46-12,59.012558,283.509705,
46,10,46-10,road_hours_per_vehicle,13.4006433,46-13,46-14,46-14,0.502113342,19.3208447,
46,11,46-11,Leaf,,,,,0.0242310017,266.491272,
46,12,46-12,Leaf,,,,,-0.0502876416,17.0184441,
46,13,46-13,Leaf,,,,,-0.0503506064,17.2785378,
46,14,46-14,Leaf,,,,,-0.0135307442,2.04230762,
47,0,47-0,cost_per_road_hour,49.9392853,47-1,47-2,47-2,69.0589752,389.958099,
47,1,47-1,road_hours_per_vehicle,9.00397682,47-3,47-4,47-4,51.9200401,342.392731,
47,2,47-2,Leaf,,,,,-0.0455307625,47.5653572,
47,3,47-3,Leaf,,,,,-0.0481471904,25.5908375,
47,4,47-4,vehicle_utilization,0.949723125,47-5,47-6,47-6,50.784584,316.80191,
47,5,47-5,Leaf,,,,,-0.050694678,19.5629807,
47,6,47-6,total_volume_pool,1.20034683,47-7,47-8,47-8,53.4281807,297.238922,
47,7,47-7,Leaf,,,,,-0.0507588238,17.9255219,
47,8,47-8,billed_utilization,1.04988921,47-9,47-10,47-10,57.8583565,279.313416,
47,9,47-9,Leaf,,,,,-0.0526521057,16.096159,
47,10,47-10,Leaf,,,,,0.0229667611,263.217255,
48,0,48-0,non_billable_noshow,0.100725584,48-1,48-2,48-2,70.0188751,387.170959,
48,1,48-1,revenue_per_kent_leg,70.0001984,48-3,48-4,48-4,53.1231956,342.948486,
48,2,48-2,Leaf,,,,,-0.0479346551,44.2224617,
48,3,48-3,Leaf,,,,,-0.0498100109,25.0392399,
48,4,48-4,contract_concentration,0.200034514,48-5,48-6,48-6,50.8615646,317.909271,
48,5,48-5,vehicle_utilization,0.949723125,48-7,48-8,48-8,53.5342827,296.856812,
48,6,48-6,Leaf,,,,,-0.0489737988,21.052454,
48,7,48-7,Leaf,,,,,-0.0504474789,18.2941914,
48,8,48-8,billed_utilization,1.04988921,48-9,48-10,48-10,56.4311867,278.562622,
48,9,48-9,Leaf,,,,,-0.0519780628,16.1045132,
48,10,48-10,Leaf,,,,,0.0226912405,262.458099,
49,0,49-0,high_acuity_share,0.0498093776,49-1,49-2,49-2,68.1357422,378.797455,
49,1,49-1,Leaf,,,,,-0.0463535078,44.2648468,
49,2,49-2,revenue_per_kent_leg,70.0001984,49-3,49-4,49-4,51.3943062,334.532623,
49,3,49-3,Leaf,,,,,-0.0493889451,23.7809143,
49,4,49-4,road_hours_per_vehicle,9.00397682,49-5,49-6,49-6,50.8685913,310.751709,
49,5,49-5,high_acuity_share,0.174518242,49-7,49-8,49-8,0.125667572,20.4062634,
49,6,49-6,contract_concentration,0.200034514,49-9,49-10,49-10,52.2594604,290.345428,
49,7,49-7,Leaf,,,,,-0.0177279394,2.24347663,
49,8,49-8,Leaf,,,,,-0.0513481796,18.1627865,
49,9,49-9,vehicle_utilization,0.949723125,49-11,49-12,49-12,56.0536346,272.293793,
49,10,49-10,Leaf,,,,,-0.0491993465,18.0516472,
49,11,49-11,Leaf,,,,,-0.0502172634,16.390028,
49,12,49-12,Leaf,,,,,0.0237056576,255.903763,
50,0,50-0,non_billable_noshow,0.100725584,50-1,50-2,50-2,65.4252777,375.17337,
50,1,50-1,high_acuity_share,0.0498093776,50-3,50-4,50-4,49.1667633,333.836517,
50,2,50-2,Leaf,,,,,-0.0474758632,41.336853,
50,3,50-3,Leaf,,,,,-0.0486448519,23.9225788,
50,4,50-4,road_hours_per_vehicle,9.00397682,50-5,50-6,50-6,46.615654,309.91394,
50,5,50-5,high_acuity_share,0.191356495,50-7,50-8,50-8,0.206666946,19.3649864,
50,6,50-6,revenue_per_kent_leg,70.0001984,50-9,50-10,50-10,48.9535408,290.54895,
50,7,50-7,Leaf,,,,,-0.015833253,2.00772047,
50,8,50-8,Leaf,,,,,-0.0510358214,17.3572655,
50,9,50-9,Leaf,,,,,-0.0503914393,16.798872,
50,10,50-10,cost_per_road_hour,50.3312798,50-11,50-12,50-12,52.0773582,273.750092,
50,11,50-11,Leaf,,,,,0.0221929718,257.587372,
50,12,50-12,Leaf,,,,,-0.049468901,16.1627216,
51,0,51-0,total_volume_pool,1.20034683,51-1,51-2,51-2,62.6348381,362.304535,
51,1,51-1,Leaf,,,,,-0.0464716852,41.3556824,
51,2,51-2,billed_utilization,1.04988921,51-3,51-4,51-4,47.2277451,320.948853,
51,3,51-3,Leaf,,,,,-0.049335774,22.3907337,
51,4,51-4,vehicle_utilization,0.949723125,51-5,51-6,51-6,47.8452606,298.558105,
51,5,51-5,Leaf,,,,,-0.0488130413,19.8091774,
51,6,51-6,contract_concentration,0.200034514,51-7,51-8,51-8,47.6912689,278.748932,
51,7,51-7,cost_per_road_hour,49.9392853,51-9,51-10,51-10,49.4888535,261.407043,
51,8,51-8,Leaf,,,,,-0.0483042225,17.3419037,
51,9,51-9,Leaf,,,,,0.0227173511,244.853867,
51,10,51-10,Leaf,,,,,-0.0465426967,16.5531693,
52,0,52-0,non_billable_noshow,0.0997218192,52-1,52-2,52-2,60.5659676,365.000122,
52,1,52-1,billed_utilization,1.04988921,52-3,52-4,52-4,46.018158,323.58609,
52,2,52-2,non_billable_noshow,0.100725584,52-5,52-6,52-6,0.439823151,41.4140282,
52,3,52-3,Leaf,,,,,-0.0491246022,22.4074154,
52,4,52-4,road_hours_per_vehicle,9.00397682,52-7,52-8,52-8,44.8981819,301.17868,
52,5,52-5,Leaf,,,,,-0.0149459606,2.46124744,
52,6,52-6,Leaf,,,,,-0.0474141501,38.9527817,
52,7,52-7,revenue_per_kent_leg,73.3212509,52-9,52-10,52-10,0.233779907,19.2991562,
52,8,52-8,total_volume_pool,1.20034683,52-11,52-12,52-12,48.2394447,281.879547,
52,9,52-9,Leaf,,,,,-0.0155329332,2.01703954,
52,10,52-10,Leaf,,,,,-0.0506934635,17.2821159,
52,11,52-11,Leaf,,,,,-0.0502862856,16.9038429,
52,12,52-12,contract_concentration,0.200034514,52-13,52-14,52-14,50.928627,264.975677,
52,13,52-13,Leaf,,,,,0.0218410268,248.373901,
52,14,52-14,Leaf,,,,,-0.0482801795,16.6017933,
53,0,53-0,non_billable_noshow,0.0997218192,53-1,53-2,53-2,60.2561111,359.147186,
53,1,53-1,total_volume_pool,1.20034683,53-3,53-4,53-4,46.2451859,319.365631,
53,2,53-2,revenue_per_kent_leg,109.241493,53-5,53-6,53-6,0.299797058,39.7815781,
53,3,53-3,Leaf,,,,,-0.0480871126,22.9502392,
53,4,53-4,high_acuity_share,0.0498093776,53-7,53-8,53-8,44.7232323,296.415375,
53,5,53-5,Leaf,,,,,-0.0477790311,37.1009674,
53,6,53-6,Leaf,,,,,-0.016967535,2.68060994,
53,7,53-7,Leaf,,,,,-0.0499547087,17.8035259,
53,8,53-8,revenue_per_kent_leg,70.0001984,53-9,53-10,53-10,46.3280334,278.611847,
53,9,53-9,Leaf,,,,,-0.0502976701,15.9630289,
53,10,53-10,billed_utilization,1.04988921,53-11,53-12,53-12,50.4647331,262.648834,
53,11,53-11,Leaf,,,,,-0.0510003641,14.9972839,
53,12,53-12,Leaf,,,,,0.0219689813,247.651535,
54,0,54-0,high_acuity_share,0.0498093776,54-1,54-2,54-2,55.9233246,354.627289,
54,1,54-1,Leaf,,,,,-0.0458699837,39.0281944,
54,2,54-2,road_hours_per_vehicle,9.00397682,54-3,54-4,54-4,43.0287781,315.599091,
54,3,54-3,billed_utilization,1.34143746,54-5,54-6,54-6,0.0804443359,22.9366951,
54,4,54-4,revenue_per_kent_leg,70.0001984,54-7,54-8,54-8,43.1959038,292.662415,
54,5,54-5,Leaf,,,,,-0.0489468835,20.8877659,
54,6,54-6,Leaf,,,,,-0.0162488483,2.04893017,
54,7,54-7,Leaf,,,,,-0.0493719392,18.1623344,
54,8,54-8,contract_concentration,0.200034514,54-9,54-10,54-10,45.4956818,274.500061,
54,9,54-9,non_billable_noshow,0.0997218192,54-11,54-12,54-12,50.2370987,257.106293,
54,10,54-10,Leaf,,,,,-0.0480638221,17.3937702,
54,11,54-11,Leaf,,,,,0.0214449167,240.724304,
54,12,54-12,Leaf,,,,,-0.0486710854,16.3819904,
55,0,55-0,total_volume_pool,1.20034683,55-1,55-2,55-2,53.8569756,346.323425,
55,1,55-1,Leaf,,,,,-0.0454264246,36.7675095,
55,2,55-2,vehicle_utilization,0.949723125,55-3,55-4,55-4,42.2575493,309.555908,
55,3,55-3,Leaf,,,,,-0.0478810593,21.2101917,
55,4,55-4,billed_utilization,1.04988921,55-5,55-6,55-6,43.0039215,288.345734,
55,5,55-5,Leaf,,,,,-0.0489051379,17.9105053,
55,6,55-6,non_billable_noshow,0.0997218192,55-7,55-8,55-8,44.4020233,270.435211,
55,7,55-7,revenue_per_kent_leg,70.0001984,55-9,55-10,55-10,48.2584229,253.263031,
55,8,55-8,non_billable_noshow,0.100725584,55-11,55-12,55-12,1.22086334,17.1721859,
55,9,55-9,Leaf,,,,,-0.0493749566,15.0558786,
55,10,55-10,Leaf,,,,,0.0219498537,238.207153,
55,11,55-11,Leaf,,,,,-0.0107355081,2.3664875,
55,12,55-12,Leaf,,,,,-0.05125577,14.8056984,
56,0,56-0,road_hours_per_vehicle,9.00397682,56-1,56-2,56-2,51.3647881,340.654633,
56,1,56-1,Leaf,,,,,-0.0450621359,36.3622856,
56,2,56-2,high_acuity_share,0.0498093776,56-3,56-4,56-4,41.7977486,304.292358,
56,3,56-3,Leaf,,,,,-0.0477786846,21.4585037,
56,4,56-4,non_billable_noshow,0.0997218192,56-5,56-6,56-6,40.230484,282.833862,
56,5,56-5,contract_concentration,0.200034514,56-7,56-8,56-8,42.6478119,265.159515,
56,6,56-6,Leaf,,,,,-0.0477953851,17.6743469,
56,7,56-7,revenue_per_kent_leg,70.0001984,56-9,56-10,56-10,46.6359482,248.768188,
56,8,56-8,Leaf,,,,,-0.0476343818,16.3913212,
56,9,56-9,Leaf,,,,,-0.048611179,15.1587563,
56,10,56-10,Leaf,,,,,0.0213350952,233.609436,
57,0,57-0,cost_per_road_hour,50.3312798,57-1,57-2,57-2,53.1001701,338.027161,
57,1,57-1,high_acuity_share,0.0498093776,57-3,57-4,57-4,40.5285225,301.252686,
57,2,57-2,Leaf,,,,,-0.0460174158,36.7744865,
57,3,57-3,Leaf,,,,,-0.047529161,21.2716274,
57,4,57-4,vehicle_utilization,0.949723125,57-5,57-6,57-6,40.4207001,279.981049,
57,5,57-5,Leaf,,,,,-0.0492388047,17.0937748,
57,6,57-6,non_billable_noshow,0.0997218192,57-7,57-8,57-8,41.1238747,262.887268,
57,7,57-7,revenue_per_kent_leg,70.0001984,57-9,57-10,57-10,44.2307549,245.583145,
57,8,57-8,non_billable_noshow,0.100725584,57-11,57-12,57-12,1.32476807,17.3041306,
57,9,57-9,Leaf,,,,,-0.0479710475,14.7905121,
57,10,57-10,Leaf,,,,,0.0209038593,230.792633,
57,11,57-11,Leaf,,,,,-0.00982655399,2.46890163,
57,12,57-12,Leaf,,,,,-0.0498209521,14.8352289,
58,0,58-0,non_billable_noshow,0.0997218192,58-1,58-2,58-2,47.7448044,328.662354,
58,1,58-1,high_acuity_share,0.0498093776,58-3,58-4,58-4,38.4358253,293.603027,
58,2,58-2,revenue_per_kent_leg,109.241493,58-5,58-6,58-6,0.437507629,35.0593033,
58,3,58-3,Leaf,,,,,-0.0470683053,20.5150204,
58,4,58-4,total_volume_pool,1.20034683,58-7,58-8,58-8,38.4772034,273.088013,
58,5,58-5,Leaf,,,,,-0.0460818671,32.5480042,
58,6,58-6,Leaf,,,,,-0.0144654354,2.5113008,
58,7,58-7,Leaf,,,,,-0.0486007445,16.6567211,
58,8,58-8,contract_concentration,0.200034514,58-9,58-10,58-10,41.5914764,256.431305,
58,9,58-9,road_hours_per_vehicle,9.00397682,58-11,58-12,58-12,45.1773643,240.039474,
58,10,58-10,Leaf,,,,,-0.0473295152,16.391819,
58,11,58-11,Leaf,,,,,-0.0475527458,15.3367958,
58,12,58-12,Leaf,,,,,0.0210290458,224.702682,
59,0,59-0,cost_per_road_hour,49.9392853,59-1,59-2,59-2,50.4729843,328.982452,
59,1,59-1,total_volume_pool,1.20034683,59-3,59-4,59-4,38.2991676,293.271088,
59,2,59-2,Leaf,,,,,-0.0454272293,35.7113762,
59,3,59-3,Leaf,,,,,-0.0474643968,20.1100063,
59,4,59-4,vehicle_utilization,0.949723125,59-5,59-6,59-6,39.7289467,273.161072,
